,name,address,tel,score,count_evaluation,star
2026,그린식당,서울특별시 중구 주교동 58-11,02-2265-5399,Nan,평가자 없음,Nan
2027,자그마치,서울특별시 성동구 성수동2가 317-12,070-4409-7700,64점,11,3.7
2028,목포회집,서울특별시 영등포구 당산동 171-19,02-2068-1476,26점,2,3.5
2029,포메인 황학롯데캐슬점,서울특별시 중구 황학동 2545 황학롯데시네마1층,02-2048-5989,13점,평가자 없음,Nan
2030,아방궁,서울특별시 양천구 신정동 1031-2,050-7987-1630,12점,1,0.0
2031,온량,서울특별시 성동구 성수동1가 668-54,02-6403-3643,59점,12,4.7
2032,우정,서울특별시 중구 오장동 139-17,02-2265-8005,13점,평가자 없음,Nan
2033,홍수계찜닭,서울특별시 영등포구 영등포동4가 442,02-2638-2444,50점,10,3.5
2034,고향집,서울시 광진구 구의동 252-88,02-452-0004,28점,1,4.0
2035,땅코참숯구이,서울특별시 광진구 구의동 257-101,02-455-9992,55점,18,4.1
2036,그날의 브런치,서울특별시 관악구 봉천동 1610-27,02-877-5996,53점,4,4.7
2037,서관면옥,서울특별시 서초구 서초동 1675-5,02-521-9945,61점,12,4.0
2038,파파브레드,서울특별시 서대문구 북아현동 134-3,02-363-0355,25점,2,5.0
2039,홍대돈부리,서울시 광진구 화양동 2-39,02-461-0320,40점,7,3.2
2040,키쉬미뇽,서울특별시 마포구 서교동 394-16,02-333-3466,51점,9,4.3
2041,맘맘테이블,서울특별시 서대문구 창천동 13-111,02-313-0813,52점,13,4.3
2042,미나미,서울특별시 서초구 서초동 1668-7,02-522-0373,69점,16,3.4
2043,육화몽,서울특별시 강남구 대치동 900-56,02-555-6450,43점,2,4.0
2044,엘루이 피자,서울특별시 성동구 행당동 4-20,02-2291-1365,50점,6,4.5
2045,원마산아구찜,서울특별시 영등포구 양평동1가 9-2,02-2633-0687,24점,1,5.0
2046,이한스시,서울특별시 영등포구 당산동1가 256-184,02-2637-4989,67점,16,4.1
2047,루아르 커피 바 소공점,서울특별시 중구 소공동 79-2 로컬스티치내,정보없음,46점,4,4.7
2048,코코빈스 당산점,서울특별시 영등포구 당산동 173-34,02-3667-3827,39점,3,4.2
2049,마미쿡 아현역점,서울특별시 서대문구 북아현동 136-21,02-312-0082,12점,평가자 없음,Nan
2050,화룽마라룽샤,서울특별시 영등포구 대림동 717,02-832-1116,54점,6,4.2
2051,퍼퓰러,서울특별시 중구 을지로6가 23-9,02-792-9119,28점,2,4.5
2052,씽킹인사이드더박스,서울특별시 서대문구 창천동 46-12,02-312-3812,49점,3,4.0
2053,유가네해장국,서울특별시 영등포구 당산동3가 395-4,02-2633-8316,23점,1,5.0
2054,밥도둑,서울특별시 구로구 구로동 170-10 대륭포스트타워7차2층209호,02-838-8383,23점,1,4.0
2055,랑빠스81,서울특별시 마포구 동교동 149-11,070-7779-8181,51점,2,5.0
2056,제레미 20 강남역점,서울특별시 강남구 역삼동 825-20 강남역 센트럴 푸르지오 시티,02-6487-2120,55점,10,3.8
2057,이디야커피 봉일시장점,서울 관악구 봉천동 955-57,02-887-2034,21점,1,4.0
2058,춘천막국수,서울시 중구 을지로4가 60,02-2266-5409,34점,평가자 없음,Nan
2059,까사생갈비,서울특별시 강남구 역삼동 810-2,02-561-5705,56점,7,4.3
2060,대양참치,서울시 광진구 구의동 243-2 1F (베스트트레드빌 1층),02-455-8087,15점,2,0.0
2061,들락집,서울시 동대문구 신설동 92-126,02-928-3331,22점,1,5.0
2062,세컨드스텝,서울특별시 동대문구 신설동 104-24,02-2235-3149,14점,1,0.0
2063,피코게스트로펍,서울특별시 관악구 봉천동 926-36,02-6080-1369,20점,1,4.0
2064,홍탁마을,서울특별시 영등포구 당산동4가 32-138,정보없음,25점,1,5.0
2065,김종용누룽지통닭 직영3호점,서울특별시 강서구 화곡8동 897-18 1층,02-2607-9282,27점,5,3.1
2066,순남시래기 교대점,서울시 서초구 서초동 1698-15,02-599-8337,27점,1,4.0
2067,어시장,서울시 중구 주교동 153-2,02-2265-2468,15점,1,3.0
2068,마포텐,서울특별시 서대문구 대현동 37-60,070-4642-9882,27점,3,3.7
2069,당산옛날곱창,서울특별시 영등포구 당산동6가 311-1,02-3667-2315,55점,9,3.9
2070,최가커피 자양동점,서울특별시 광진구 자양동 625-15,02-454-7998,51점,7,4.1
2071,남산도담,서울특별시 중구 충무로3가 28-2,02-2272-8926,40점,4,3.9
2072,스타벅스,서울특별시 구로구 신도림동 692,02-2210-9237,29점,3,3.9
2073,피키이터,서울특별시 강남구 역삼동 736-58,02-558-5465,30점,5,3.9
2074,경성주막,서울특별시 동대문구 신설동 102-31,02-928-5778,13점,1,3.0
2075,아웃닭,서울특별시 서대문구 창천동 13-33,02-393-9600,48점,8,3.6
2076,고씨네,서울특별시 영등포구 문래동6가 8,02-2676-3666,27점,4,3.8
2077,장치봉의 맵꼬만 명태찜,서울특별시 중구 신당동 145-10,02-2236-1121,14점,평가자 없음,Nan
2078,나에게오는길,서울특별시 관악구 봉천동 1621-2,010-6831-0423,25점,2,4.2
2079,리틀사이공 롯데월드몰점,서울특별시 송파구 신천동 29 롯데월드몰 6층,02-3213-4634,51점,7,3.6
2080,아스트로노머스 커피,서울특별시 마포구 동교동 154-29,010-9236-0064,49점,5,4.0
2081,무쇠막연탄구이,서울특별시 중구 신당동 131-4,02-2232-1790,14점,평가자 없음,Nan
2082,도로담,서울특별시 서대문구 대현동 104-18,02-312-9334,23점,1,5.0
2083,보버라운지,서울특별시 중구 회현동2가 88-1 스테이트타워 1층,02-6020-5755,58점,5,2.7
2084,신전떡볶이,서울특별시 관악구 봉천동 1657-1,02-878-9777,41점,4,4.5
2085,연탄구이홍탄,서울특별시 성동구 행당1동 286-21,02-2299-2226,18점,평가자 없음,Nan
2086,반쥴,서울특별시 종로구 관철동 12-16,02-735-5437,68점,12,4.1
2087,도원,서울시 중구 태평로2가 23 더 플라자 호텔 3층,02-310-7300,44점,1,4.0
2088,청산골,서울특별시 성동구 용답동 66-1,02-2244-6906,13점,평가자 없음,Nan
2089,미쓰시롤,서울특별시 관악구 신사동 526-1,02-863-0306,12점,평가자 없음,Nan
2090,한신포차,서울특별시 성동구 행당동 4-19,02-2294-6004,25점,5,3.8
2091,플레인,서울특별시 서초구 서초동 1540-5,070-8285-8897,14점,2,3.0
2092,대포찜닭,서울특별시 서대문구 창천동 52-13,02-325-6633,57점,21,3.6
2093,제돈이,서울특별시 성동구 용답동 66-5,02-2216-1550,20점,1,5.0
2094,을지로미팅룸,서울특별시 중구 초동 110,010-6327-0708,58점,24,3.7
2095,꽉치킨,서울특별시 광진구 구의3동 214-14,02-3436-0815,14점,평가자 없음,Nan
2096,덕자네방앗간,서울특별시 서초구 서초동 1303-10,02-575-8959,70점,19,3.5
2097,교대이층집,서울특별시 구로구 신도림동 337 푸르지오1차 상가 2층,02-2069-1636,41점,3,4.4
2098,식당 제니,서울 양천구 신정동 120-53,010-6251-1863,23점,1,5.0
2099,공간다반사,서울특별시 영등포구 당산동6가 282,070-7785-2224,37점,4,4.2
2100,홍코너 자양점,서울특별시 광진구 자양동 613-44,02-456-8418,23점,1,4.0
2101,서우얼큰칼국수,서울특별시 관악구 신사동 525-29,02-859-6657,13점,평가자 없음,Nan
2102,대족장,서울특별시 마포구 염리동 8-80,02-706-9279,31점,2,4.5
2103,불밥,서울시 서대문구 대현동 60-51,02-362-9833,27점,4,3.4
2104,아키타,서울특별시 동대문구 용두동 790,정보없음,12점,평가자 없음,Nan
2105,오봉도시락,서울특별시 관악구 봉천동 1680-30,02-6326-5001,23점,1,4.0
2106,비블레스,서울특별시 강남구 삼성동 155-3,02-568-5255,51점,6,4.2
2107,칼포니치킨,서울특별시 관악구 신림동 518-3,02-865-5592,14점,평가자 없음,Nan
2108,스타벅스,서울특별시 영등포구 문래동3가 55-20,02-758-8210,29점,2,4.6
2109,맘스터치 한양대점,서울특별시 성동구 행당동 3-29,02-2291-8982,51점,6,4.4
2110,별이빛나는밤에,서울특별시 동대문구 답십리동 498-3,02-2212-2585,Nan,평가자 없음,Nan
2111,청화초밥,서울특별시 송파구 방이동 69-9,02-420-3686,64점,11,4.3
2112,백미당,서울특별시 구로구 신도림동 692,정보없음,30점,4,4.4
2113,제주애육당,서울특별시 송파구 잠실동 237-6,02-420-2064,43점,3,4.2
2114,오늘와인한잔,서울특별시 송파구 잠실동 186,02-2202-4630,30점,3,4.0
2115,이조김밥,서울 관악구 봉천동 1638-24,02-877-8880,22점,1,4.0
2116,본순대국,서울특별시 강서구 화곡8동 340-3,02-2606-0222,51점,9,4.6
2117,신성식당,서울특별시 중구 북창동 81,02-753-5306,65점,4,4.7
2118,PIZZA M,서울특별시 서대문구 북아현동 129-47,02-313-8210,12점,평가자 없음,Nan
2119,김태완스시,서울특별시 관악구 봉천동 1660-1,070-8844-9444,24점,2,4.0
2120,역전우동0410,서울특별시 강서구 화곡동 343-57,02-2692-0410,22점,1,4.0
2121,한우111,서울특별시 관악구 봉천동 949-18,02-884-1110,13점,평가자 없음,Nan
2122,구로안,서울 구로구 구로동 1124-81,02-830-1716,30점,2,4.5
2123,갑돼지,서울특별시 송파구 잠실동 185-4,02-421-8295,44점,2,4.8
2124,미스터쫀득이,서울특별시 송파구 잠실동 192-11,02-424-7882,18점,1,4.0
2125,피자보이시나,서울특별시 관악구 봉천동 1621-3,02-877-6550,41점,6,4.2
2126,버튼업 바 앤 키친,서울특별시 마포구 합정동 366-7,070-8865-1643,49점,4,4.7
2127,시골찌개마을,서울특별시 영등포구 영등포동6가 131-2,02-2635-9120,29점,1,5.0
2128,은행나무집,서울특별시 양천구 신정1동 1051-13,02-2062-0777,14점,평가자 없음,Nan
2129,큰맘할매순대국,서울특별시 종로구 숭인동 183-22,02-765-7771,13점,1,0.0
2130,닭칼원조집,서울특별시 중구 중림동 471,02-392-1134,59점,8,4.2
2131,란주라미엔,서울특별시 중구 충무로1가 25-14,02-779-4800,76점,32,4.0
2132,장수촌,서울특별시 관악구 봉천동 931-1,02-872-8889,22점,1,4.0
2133,뚝심한우,서울특별시 서초구 서초동 1550-1,02-581-9209,12점,평가자 없음,Nan
2134,초대창 문래점,서울특별시 영등포구 문래동3가 55-5,02-2634-5201,29점,2,4.7
2135,신사부대찌개&품격삼겹살,서울특별시 구로구 구로동 170-12,02-6942-9557,24점,1,5.0
2136,피자나라치킨공주,서울특별시 강서구 화곡8동 391-46,0504-109-7100,19점,1,4.0
2137,타지 본점,서울시 중구 명동1가 1-3,02-776-0677,50점,1,4.0
2138,오빠국수,서울특별시 송파구 신천동 7,02-422-9200,Nan,평가자 없음,Nan
2139,오마당곱창,서울특별시 양천구 신정동 1050-34,02-6083-5512,13점,평가자 없음,Nan
2140,일락,서울특별시 성동구 행당동 19-45,070-7584-6227,55점,8,4.2
2141,커피베이 대림3동사거리점,서울특별시 영등포구 대림동 688-1,02-831-4054,20점,1,4.0
2142,꾸꾸루꾸 바베큐,서울특별시 양천구 신정동 1190-6,02-2695-9969,13점,평가자 없음,Nan
2143,삼육가,서울특별시 강남구 삼성동 155-4,02-501-3530,46점,4,4.0
2144,콩보,서울특별시 동대문구 용두동 689-5,02-957-1337,12점,평가자 없음,Nan
2145,미각담다,서울특별시 관악구 봉천동 1627-10,02-883-2224,22점,2,3.0
2146,이디야커피 용두동점,서울특별시 동대문구 용두동 40-1,02-966-3088,21점,1,5.0
2147,바른치킨,서울특별시 관악구 신림동 1639-32,02-885-0014,25점,1,5.0
2148,얼큰이찌개마을,서울특별시 송파구 신천동 7-14,02-420-3370,12점,평가자 없음,Nan
2149,비스트로 클로이,서울특별시 광진구 구의동 200-8,02-3436-1980,14점,1,3.0
2150,커피 테바,서울시 마포구 아현동 737  SK허브그린 1층 상가,정보없음,23점,1,5.0
2151,낭만모로코,서울특별시 관악구 봉천동 1621-9,010-8716-8717,25점,3,3.7
2152,문화포차,서울특별시 영등포구 당산동3가 85-1,02-2675-0485,31점,1,5.0
2153,알맹치킨,서울특별시 성동구 행당동 286-44,02-2297-1999,23점,1,5.0
2154,온달어시장,서울특별시 광진구 구의동 211-3,02-452-9985,14점,평가자 없음,Nan
2155,명동식당,서울특별시 서초구 서초동 1508-16,02-585-6689,Nan,평가자 없음,Nan
2156,일미락,서울특별시 성동구 성수동1가 13-160,02-499-9293,63점,18,3.6
2157,공평동꼼장어,서울특별시 중구 광희동1가 174,02-2285-3577,41점,2,4.0
2158,백송,서울 중구 신당동 248-32,010-9295-6292,35점,2,5.0
2159,퍼블리코 타코,서울특별시 관악구 봉천동 1626-12,02-871-6282,55점,7,4.4
2160,스타벅스 신림사거리점,서울특별시 관악구 신림동 1422-1,1522-3232,27점,2,5.0
2161,미쓰족발,서울특별시 구로구 구로동 1124-84,02-830-2616,44점,6,4.1
2162,몬스터에일,서울특별시 송파구 신천동 7-14,02-2202-3380,19점,2,4.0
2163,미유끼,서울시 서초구 서초3동 1540-11 B1F (보광빌딩 지하 1층),02-532-3399,12점,평가자 없음,Nan
2164,투썸플레이스 한양대엔터식스점,서울특별시 성동구 행당동 155-1 파크에비뉴 엔터식스 한양대점 1층,02-6454-6154,48점,6,4.0
2165,블로엠,서울특별시 관악구 신림동 1410-1,02-876-1418,14점,평가자 없음,Nan
2166,강강술래 신림본동점,서울특별시 관악구 신림동 10-518,02-886-9233,33점,6,4.2
2167,유가츠,서울특별시 성동구 성수동1가 668-127,02-499-4273,47점,5,4.7
2168,불탄집 아곤,서울특별시 영등포구 문래동3가 58-33,02-2677-7739,31점,2,4.0
2169,회덮밥잘하는집,서울특별시 송파구 잠실동 193-9,02-412-7994,24점,1,4.0
2170,진주회관,서울특별시 중구 서소문동 120-35,02-753-5388,81점,41,4.1
2171,초원복집,서울시 서초구 서초동 1552-18,02-598-3654,12점,평가자 없음,Nan
2172,밀리네해물탕,서울특별시 마포구 아현동 733,02-313-3138,Nan,평가자 없음,Nan
2173,을밀대 강남점,서울특별시 강남구 역삼동 826-37 쌍용플래티넘밸류 B-147,02-552-1922,71점,28,3.7
2174,돈코보쌈,서울시 마포구 연남동 568-38,02-333-9279,59점,7,2.8
2175,미완성 카페,서울 관악구 신림동 514-22,02-867-8449,22점,1,4.0
2176,고반식당,서울특별시 강남구 대치동 899-4,02-568-0099,43점,3,4.3
2177,육화식당,서울특별시 송파구 방이동 70,02-424-6882,62점,10,4.3
2178,비에뜨반미,서울특별시 양천구 신정동 323-12,02-2645-0425,12점,평가자 없음,Nan
2179,도리도리,서울시 양천구 신정동 325 목동11단지A상가 117호,070-7379-5552,12점,평가자 없음,Nan
2180,쏭카페,서울특별시 마포구 서교동 410-9,070-8866-4385,28점,2,4.0
2181,남가네설악추어탕,서울특별시 양천구 신정동 977-18,02-2605-7850,Nan,평가자 없음,Nan
2182,컴바이 밀크티,서울시 성동구 행당동 168-151,02-2200-1505,27점,2,4.0
2183,밀형제양조장,서울특별시 관악구 봉천동 1604-1,02-6052-5151,31점,6,3.3
2184,달꿈,서울특별시 관악구 신림동 1439-13,070-7782-9959,23점,1,5.0
2185,제일제면소,서울시 중구 쌍림동 292 B1F (CJ제일제당빌딩 지하1층),02-6740-7999,25점,2,4.0
2186,양꼬치넘버원,서울특별시 영등포구 대림동 1057-9,02-831-0639,Nan,평가자 없음,Nan
2187,카페 포제,서울특별시 성동구 성수동2가 315-41,070-8830-5994,42점,6,4.3
2188,강남교자 동대문점,서울특별시 중구 을지로6가 18-97,02-2273-6392,19점,2,3.5
2189,초반식당,서울특별시 중구 충무로3가 58-5,02-2261-2005,51점,5,4.3
2190,황해도 구월산,서울특별시 영등포구 당산동3가 199,02-2634-5180,37점,2,4.5
2191,와인가,서울특별시 관악구 신림동 1638-4,010-3737-1580,37점,3,4.4
2192,육갈탕,서울특별시 관악구 신림동 1641-10,02-878-9997,27점,2,5.0
2193,라떼킹,서울특별시 송파구 잠실동 177-4,02-2202-8006,22점,1,5.0
2194,세광양대창 교대별관,서울 서초구 서초동 1567-8 2층,02-587-8188,25점,1,5.0
2195,탕화쿵푸,서울시 송파구 신천동 11-4 잠실푸르지오 월드마크 지하,02-423-6388,26점,1,4.0
2196,이내531마카롱,서울특별시 서초구 방배동 922-14,02-1245-0909,13점,평가자 없음,Nan
2197,비어포스트 바,서울특별시 영등포구 문래동2가 14-29,02-2068-6277,40점,5,4.3
2198,미쓰양꼬치,서울특별시 강남구 대치동 897-27,02-562-9233,62점,7,4.0
2199,작당모의,서울특별시 마포구 연남동 381-15,070-8838-3815,51점,7,4.1
2200,무대륙,서울특별시 마포구 합정동 357-7,02-332-8333,57점,9,4.5
2201,옛고을닭한마리,서울특별시 동대문구 답십리1동 465-5 1층,02-2215-1316,24점,1,5.0
2202,금미옥,서울 성동구 성수동1가  656-1069,02-497-0401,31점,2,4.4
2203,백만불식품,서울시 중구 산림동 117,02-2277-6787,40점,2,3.5
2204,보램 양꼬치,서울 관악구 신림동 519-2,02-868-9183,22점,1,4.0
2205,가쓰오진우동,서울특별시 양천구 신월2동 501-11,02-2065-8933,12점,평가자 없음,Nan
2206,아웃백 스테이크 하우스 동대문점,서울특별시 중구 을지로6가 17-2 현대시티아울렛 9층,02-2283-2902,34점,5,3.9
2207,동대문엽기떡볶이 신설동점,서울특별시 동대문구 용두동 236-1 신설동역대우아이빌,02-929-8592,23점,2,4.3
2208,육각고기,서울특별시 중구 북창동 42-2,02-3789-0090,48점,6,3.8
2209,맛닭꼬,서울특별시 강서구 화곡동 341-31,02-2699-5592,12점,평가자 없음,Nan
2210,해뜰날,서울특별시 중구 신당5동 153-2,02-3298-6611,18점,4,5.0
2211,싸다김밥,서울특별시 광진구 구의동 246-17,02-453-2919,24점,3,3.7
2212,그린다방,서울특별시 중구 산림동 207-2,02-2273-7128,14점,평가자 없음,Nan
2213,오브밀,서울 강서구 화곡동 333-27 1층 101호,02-2605-7717,21점,1,4.0
2214,닭장,서울특별시 영등포구 문래동6가 27-1,02-6497-7710,15점,1,Nan
2215,이돈집,서울시 성동구 행당동 158-46 1층,02-6084-0022,19점,1,4.0
2216,마녀주방 홍대점,서울특별시 마포구 서교동 358-51,070-7723-1116,54점,10,3.7
2217,중앙갈치식당,서울특별시 중구 남창동 34-116,02-752-2892,53점,8,3.8
2218,한우한마리,서울시 강서구 화곡동 910-23,02-2065-1616,16점,평가자 없음,Nan
2219,감성타코,서울특별시 광진구 화양동 10-1,02-462-8883,46점,8,3.9
2220,프리다타코,서울특별시 서대문구 대현동 110-20,010-5545-0753,23점,1,5.0
2221,창화당 석촌호수,서울특별시 송파구 송파동 56-6,070-8811-0908,42점,7,3.7
2222,돈뜨락숫돌생고기,서울특별시 관악구 봉천동 914-18,02-884-9992,16점,1,5.0
2223,모로미쿠시 선릉점,서울특별시 강남구 대치동 890-54,02-565-9588,53점,3,3.5
2224,빈빈양꼬치,서울시 동작구 사당동 1040-31,02-886-0108,38점,2,4.5
2225,국수나무,서울특별시 동대문구 답십리동 530-15,02-2212-8605,19점,1,5.0
2226,60계,서울특별시 송파구 잠실동 211-41,02-415-3429,20점,1,4.0
2227,처갓집 양념통닭신정7동점,서울특별시 양천구 신정7동 203-1,02-2648-5191,Nan,평가자 없음,Nan
2228,복만루 1호점,서울특별시 광진구 자양동 13-41,02-467-9645,61점,8,3.9
2229,텐더그램 구의역점,서울특별시 광진구 구의동 246-95,02-457-0034,23점,1,4.0
2230,호야초밥,서울특별시 광진구 화양동 12-36,02-461-3739,77점,83,3.6
2231,수원왕갈비,서울특별시 성동구 마장동 769-1,02-2299-8592,12점,평가자 없음,Nan
2232,코코미,서울특별시 관악구 봉천동 1598-21,02-872-2233,40점,3,3.5
2233,푸른달,서울특별시 구로구 구로동 170-1,070-7720-7200,Nan,평가자 없음,Nan
2234,동경산책,서울특별시 관악구 봉천동 1604-8,02-875-0666,46점,9,4.0
2235,화기린 마라탕,서울 관악구 신림동 518-36,02-839-8988,24점,1,5.0
2236,낙원떡집,서울특별시 동작구 신대방동 607-55,02-855-7868,12점,평가자 없음,Nan
2237,채윤희,서울특별시 영등포구 문래동3가 58-84,070-7799-8292,41점,3,3.6
2238,바나프레소,서울특별시 서초구 서초동 1598-1 큐브플러스 1층,정보없음,31점,2,4.4
2239,청담육회,서울특별시 관악구 신림동 1640-33,02-888-0037,26점,1,5.0
2240,이성당,서울시 송파구 신천동 29 제2롯데월드 쇼핑몰 6층,02-3213-4646,56점,8,4.5
2241,체셔 코믹스카페,서울특별시 성동구 행당동 134-6 세왕빌딩 별관 2층,02-2088-0669,28점,3,3.7
2242,낙원타코,서울특별시 강남구 역삼동 812-9,02-556-1540,71점,31,4.1
2243,진서방곱돌이네,서울특별시 성동구 행당동 19-102,02-3395-9292,38점,3,4.3
2244,라 세느 잠실점,서울특별시 송파구 잠실동 40-1,02-411-7811,45점,3,4.5
2245,서교동 과수원,서울특별시 마포구 서교동 380-16,정보없음,50점,2,4.5
2246,엉터리생고기,서울특별시 서초구 방배동 909-11 2층,02-588-7113,19점,2,4.0
2247,고고즉석떡볶이 당산점,서울특별시 영등포구 당산동5가 9-2,02-3667-7337,27점,2,4.5
2248,해룡 마라룽샤,서울특별시 광진구 자양동 857,02-462-4009,63점,10,3.9
2249,10층한우,서울특별시 중구 황학동 2153,02-2233-2153,13점,평가자 없음,Nan
2250,미담진족,서울특별시 마포구 서교동 395-20,02-334-7574,74점,22,4.2
2251,한국집,서울특별시 구로구 신도림동 692,02-2210-9705,31점,3,4.5
2252,르사이공,서울특별시 구로구 구로동 188-25,02-6344-3770,30점,1,5.0
2253,생활맥주,서울특별시 송파구 방이동 62-5,02-419-5559,36점,2,4.5
2254,사당광안리,서울시 동작구 사당동 1031-37,010-7588-4824,65점,14,4.4
2255,라에스키모,서울특별시 중구 을지로6가 17-2,02-2283-2100,52점,3,3.8
2256,우리집,서울시 중구 신당동 292-126,02-2232-4531,14점,평가자 없음,Nan
2257,현대칼국수,서울특별시 중구 태평로2가 69-3,02-752-9504,56점,3,4.4
2258,인평일등추어탕,서울특별시 강남구 역삼동 683-26,02-552-8889,34점,3,3.8
2259,카페코지,서울특별시 서대문구 대현동 34-44,010-2368-4192,22점,1,5.0
2260,도라무통,서울특별시 강서구 화곡동 159-38,02-2699-1888,49점,7,4.2
2261,더크래프트,서울특별시 마포구 아현동 331-4,070-4421-7711,20점,1,0.0
2262,우리가참순대,서울특별시 관악구 낙성대동 1598-20,02-883-1063,52점,5,4.7
2263,아이엠어버거,서울특별시 마포구 창전동 5-78,02-338-8507,75점,27,4.0
2264,비스트로 파반,서울 관악구 봉천동 1661-9 지하 1층,010-9969-8419,22점,1,5.0
2265,백년육일관나주곰탕,서울특별시 광진구 자양동 779-4,02-456-1666,33점,2,4.5
2266,본죽 봉천점,서울특별시 관악구 봉천동 923-14,02-873-0352,25점,1,5.0
2267,미스사이공,서울특별시 관악구 신림동 1433-88,02-885-0420,28점,2,4.2
2268,파르투내,서울특별시 중구 광희동1가 250-1,02-2278-7770,22점,3,3.1
2269,낙원스낵,서울특별시 광진구 화양동 46-48,02-467-1540,49점,7,3.6
2270,장가네,서울특별시 동작구 사당동 1033-4,02-587-2207,50점,4,4.7
2271,서초해물찜칼국수,서울특별시 서초구 서초동 1685-8 지파이브센트럴프라자 B1,02-577-6465,48점,5,4.2
2272,설빙,서울특별시 중구 을지로6가 23 타임캐슬 오피스텔 2층,02-2276-0992,31점,3,4.0
2273,원조순대국,서울시 광진구 구의동 200-21,02-447-8219,30점,2,4.2
2274,어글리스토브,서울특별시 강남구 역삼동 817-36,02-558-8459,80점,45,3.9
2275,정원생고기,서울특별시 영등포구 당산동3가 167,02-2678-8588,26점,1,5.0
2276,묵호집,서울특별시 중구 북창동 82,02-779-4705,51점,2,4.4
2277,마녀주방 강남점,서울특별시 강남구 역삼1동 818-14 크리스탈빌딩 지하1층,070-4240-1116,71점,36,3.7
2278,굽네치킨,서울특별시 송파구 신천동 11,050-4457-9485,Nan,평가자 없음,Nan
2279,띤띤,서울특별시 중구 태평로1가 84,02-318-5501,45점,5,4.2
2280,노브랜드버거 방배역점,서울 서초구 방배동 910-11 신진빌딩 1층,02-521-7397,19점,1,4.0
2281,아마스빈,서울특별시 송파구 신천동 7,02-424-9989,12점,평가자 없음,Nan
2282,꼬숑돈까스,서울특별시 서대문구 창천동 31-26,정보없음,50점,7,3.7
2283,카페베네 대림점,서울특별시 영등포구 대림3동 779-10,02-831-6232,13점,1,3.0
2284,정통집 왕십리한양대점,서울특별시 성동구 행당동 4-6,02-2291-9460,28점,2,4.0
2285,러시아 케익,서울 중구 광희동1가 134,02-6053-7049,36점,4,4.2
2286,미가참숯불갈비,서울특별시 양천구 신정동 1031-14,02-2652-7272,12점,1,5.0
2287,왕냉면앤왕돈까스,서울특별시 양천구 신정동 1032-1,02-2652-5933,12점,평가자 없음,Nan
2288,천이오겹살,서울특별시 마포구 서교동 391-17,02-325-2920,50점,8,3.6
2289,에스키모 코엑스점,서울특별시 강남구 삼성동 159 코엑스몰 B1 I105,02-562-9244,48점,9,3.1
2290,동대문 엽기떡볶이,서울특별시 서초구 방배동 924-2,02-521-9242,13점,평가자 없음,Nan
2291,등촌샤브칼국수,서울시 서초구 서초동 1550-10,02-508-4519,28점,3,4.2
2292,갓덴스시,서울시 강남구 역삼동 822-4 강남제일빌딩 1층,02-2051-1477,71점,26,4.1
2293,맛있는충무김밥,서울특별시 서초구 서초동 1542-1,070-8881-2251,Nan,평가자 없음,Nan
2294,가장맛있는족발 답십리역점,서울특별시 성동구 용답동 58-6,02-2242-2127,30점,2,4.5
2295,우리식당,서울특별시 마포구 아현동 330-13,02-312-5352,12점,평가자 없음,Nan
2296,칸꼬시닭도리찜,서울특별시 송파구 잠실동 189-8,02-413-9135,18점,평가자 없음,Nan
2297,스파카나폴리,서울시 마포구 합정동 413-2 2F,02-326-2323,70점,14,3.9
2298,우짜자하우스,서울특별시 관악구 신림동 513-12,정보없음,13점,1,4.0
2299,바이킹스워프,서울특별시 송파구 신천동 29 제2롯데월드 쇼핑몰 4층,1644-3210,65점,14,4.2
2300,싸다김밥 한양대점,서울특별시 성동구 행당동 4-36,02-2281-2364,22점,2,3.6
2301,두끼 신림역점,서울특별시 관악구 신림동 1641-23 2층,02-877-2771,56점,12,3.9
2302,클로리스 티 앤 커피,서울특별시 강남구 역삼동 737 강남파이낸스센터 지하1층,02-553-7523,55점,7,4.0
2303,메이지커피,서울특별시 관악구 신림동 518-11,0508-4200-8050,36점,3,4.3
2304,박가네양꼬치,서울특별시 중구 황학동 1093,02-6713-1688,16점,2,5.0
2305,닭한마리,서울특별시 영등포구 대림동 719-3,02-847-2807,12점,1,0.0
2306,육간청,서울특별시 구로구 구로동 212-26,02-866-0901,23점,1,5.0
2307,선아네,서울특별시 마포구 아현동 327-3,02-363-8559,13점,평가자 없음,Nan
2308,바다양푼이동태탕 당산역점,서울특별시 영등포구 당산동6가 237-56,02-2672-9209,31점,2,4.0
2309,카페무스토,서울특별시 서초구 방배동 978-34,070-5083-6446,16점,1,4.0
2310,차알,서울특별시 송파구 신천동 29,010-8817-2885,51점,9,4.2
2311,다전식당,서울특별시 중구 산림동 207-1 청계상가 바 301,02-2273-9005,54점,14,4.0
2312,능이오리백숙,서울특별시 양천구 신정동 1031-20,02-2684-6468,12점,1,4.0
2313,반포식스 잠실롯데점,서울특별시 송파구 잠실동 40-1,02-2143-1987,46점,7,3.8
2314,서우,서울특별시 성동구 성수동1가 685-696 한화갤러리아포레 지하1층,02-464-5333,30점,3,4.0
2315,일번지포장마차,서울특별시 양천구 신정7동 326,02-6747-1757,14점,1,3.0
2316,세시,서울특별시 서초구 방배동 475-20,070-4113-1965,46점,3,4.6
2317,김과장고깃집,서울특별시 광진구 구의동 252-120,010-7377-4938,22점,2,4.5
