,address,id,menu,name,review_count,score,star,tel,zzim
6852,서울특별시 서대문구 연희동 132-28,LVj3GwHrGdJe,"['동파육(소) - 45,000원', '동파육(중) - 55,000원', '동파육(대) - 65,000원', '칠리새우 - 40,000원', '멘보샤 소 - 35,000원', '멘보샤 대 - 50,000원']",목란,30,73점,3.9,02-732-0054,325
6853,서울특별시 용산구 신계동 35-11,AtVKByzZagg5,"['손두부', ' 두부']",고향손두부,None,12점,None,02-703-9100,0
6854,서울특별시 금천구 시흥동 802-38,KZLelw2Jxzjb,[],비어킹호프,2,25점,4.6,,0
6855,서울시 성북구 동선동 12,5SYp8pMcPlGM,"['돼지갈비 - 11,000원', '물냉면 - 5,000원']",강풍돼지갈비,4,26점,3.4,02-922-5252,11
6856,서울특별시 노원구 상계동 324-5,rg3zi1zLpfls,"['참치스페셜 - 28,000원', '실장추천참치 - 38,000원', '일품참치 - 55,000원', '혼마구로 - 75,000원']",이춘복참치 노원점,5,19점,2.7,02-951-4558,15
6857,서울특별시 성동구 성수동2가 335-138,9M2xiKncDFzU,"['코다리찜 - 2,400원', '동태찌개 - 20,000원', '제육볶음 - 12,000원', '닭볶음탕 - 30,000원', '계란말이 - 10,000원']",미정이네식당,None,20점,None,02-463-4704,14
6858,서울 강북구 수유동 171-62,FdixEc7df5W3,"['아메리카노 - 3,000원', '카페라떼 - 3,500원', '카페모카 - 4,000원', '그린티라떼 - 4,000원', '흑당라떼 - 5,000원']",어반 테라스,None,18점,None,010-9469-6629,0
6859,서울특별시 서초구 양재동,ul8YdEwuHynj,[],아는집,None,12점,None,,0
6860,서울시 송파구 삼전동 3-3,Gv23XWLRWQws,"['설렁탕 - 8,000원', '도가니탕 - 15,000원', '수육 - 32,000원', '설렁탕 (맛) - 10,000원', '도가니편육 - 35,000원', '한우 머리 설렁탕 - 10,000원', '설렁탕(특) - 12,000원', '유원특탕 - 17,000원', '모듬수육 - 50,000원']",유원설렁탕,3,50점,3.6,02-414-2256,43
6861,서울특별시 서초구 방배동 866-10,6lRvSUKJvwfm,"['산 아나고(소금/양념) 中 - 39,000원', '산 아나고(소금/양념) 大 - 40,000원', '산꼼장어(700g) - 80,000원']",오동도 산아나고 숯불구이,4,53점,4.3,02-532-9679,66
6862,서울특별시 송파구 잠실동 185-4,s9jyOaHU0ZzJ,"['삼겹살 (국내산/180g) - 14,000원', '목살 (국내산/180g) - 14,000원', '가브리살 (국내산/150g) - 14,000원', '갈매기살 (국내산/150g) - 14,000원', '항정살 (국내산/150g) - 17,000원', '2인세트 A or B - 40,000원', '4인 세트 A or B - 67,000원', '두껍데기 - 9,000원', '꿀꿀이죽 - 4,000원']",갑돼지,2,44점,4.8,02-421-8295,40
6863,서울특별시 송파구 마천동 75-7,BTdoy8nVmMs7,"['돼지고기 탕수육 - ', '오징어 탕수육 - ', '소고기 탕수육 - ', '물만두 - 4,000원', '군만두 - 3,000원']",제주토방탕수육,None,23점,None,02-431-0049,6
6864,서울특별시 종로구 신문로1가 163,0TG67k7J68eM,"['마라탕 - 1,700원', '마라빤 - 2,200원']",탕화쿵푸,9,53점,3.8,02-720-6638,17
6865,서울특별시 강동구 명일동 328-10,p8zFZtabH7vL,"['짜장면 - 5,500원', '짬뽕 - 7,000원', '간짜장 - 7,000원', '삼선간짜장 - 8,000원', '삼선짬뽕 - 9,000원', '고추짬뽕 - 9,500원', '삼선 굴짬뽕 - 9,000원', '우동 - 7,000원', '울면 - 7,000원', '삼선우동 - 9,000원', '삼선울면 - 9,000원', '물만두 - 5,500원', '군만두 - 5,500원', '쟁반짜장2인분 - 15,000원', '볶음짬뽕2인분 - 18,000원', '탕짜면 - 9,000원', '탕짬면 - 9,000원', '탕볶밥 - 9,000원', '볶짜면 - 8,000원', '볶짬면 - 8,000원', '짬짜면 - 7,000원', '1번셋트(짜장2+탕수육) - 21,000원', '2번셋트(짜장+짬뽕+탕수육) - 22,000원', '3번셋트(짜장+볶음밥+탕수육) - 23,000원', '4번셋트(쟁반짜장+탕수육) - 24,000원', '볶음밥 - 7,000원', '새우볶음밥 - 8,000원', '삼선볶음밥 - 8,000원', '짜장밥 - 7,000원', '짬뽕밥 - 7,500원', '삼선짬뽕밥 - 9,500원', '잡채밥 - 8,000원', '송이덮밥 - 10,000원', '유산슬밥 - 14,000원', '잡탕밥 - 14,000원', '탕수육 - 15,000원', '소고기탕수육(중) - 27,000원', '사천탕수육(중) - 23,000원', '라조육(중) - 22,000원', '깐풍육(중) - 22,000원', '난자완스(중) - 30,000원', '양장피(중) - 22,000원', '유산슬(중) - 32,000원', '고추잡채(중) - 32,000원', '잡채(중) - 15,000원', '팔보채(중) - 32,000원', '잡탕(중) - 32,000원', '깐풍새우(중) - 32,000원', '해물누룽지탕(중) - 35,000원', '깐쇼새우(중) - 32,000원']",옛날손짜장,None,28점,None,02-3426-8600,7
6866,서울특별시 영등포구 문래동3가 55-5 1층 106호,delIRwFqyG8T,"['하노이 쌀국수 - 8,500원', '매운 해산물 쌀국수 - 11,000원', '스페셜 통갈비 쌀국수 - 12,000원', '숯불돼지구이 덮밥 - 10,000원', '하노이 숯불 분짜 - 12,000원', '하노이 넴 - 6,000원', '닭봉 - 6,000원', '반쎄오 - 18,000원', '차돌쌀국수 - 10,500원', '통갈비 해산물 전골 - 16,000원']",마스터비엣,5,50점,4.4,070-7543-1782,6
6867,서울특별시 성동구 성수동1가 668-52,pe2KszhsvJ1h,"['양지쌀국수 - 9,000원', '우삼겹쌀국수 - 10,000원', '양지&우삼겹쌀국수 - 11,000원', '해물 쌀국수 - 15,000원', '미싸오 - 11,000원', '직화 쌀국수 - 11,000원', '도가니 쌀국수 - 14,000원', '모듬 쌀국수 - 13,000원', '분짜 - 11,000원', '돼지고기 덮밥 - 10,000원', '새우 볶음밥 - 10,000원', '소고기 볶음밥 - 10,000원', '코코넛 쉬림프 앤 크리스피 스윗롤 - 5,000원', '새우구이 - 9,000원', '새우튀김 - 14,000원', '닭날개 튀김 - 14,000원', '가모츠루혼죠조(300ml) - 19,000원', '긴죠 나마죠조 - 23,000원', '죠센 나마죠조 - 21,000원', '카라구치 잇콘 - 17,000원', '준마이다이긴죠(720ml) - 85,000원', 'Tiger beer - 5,000원', '333 beer - 5,000원', 'Asahi - 6,000원', 'Blanc - 5,000원', 'Heineken - 6,000원', '참이슬 - 4,000원', '처음처럼 - 4,000원']",포맨스,10,47점,3.7,02-497-0555,4
6868,서울시 노원구 상계동 387-33,VYG5HtmYCYsv,"['마라탕100g - 1,650원', '마라샹궈100g - 3,000원', '꿔바로우(찹쌀탕수육) - 18,000원']",소림마라 노원점,2,27점,4.0,02-933-0619,1
6869,서울특별시 양천구 목4동 799-7,R7zNCl465dfb,"['보쌈 - 25,000원', '빈대떡 - 9,000원', '만두국 - 8,000원']",개성집,5,45점,4.0,02-2642-5695,42
6870,서울특별시 강서구 방화3동 829-5,mLMwaFh62hHV,[],고향집생고기,2,30점,4.0,02-2661-7512,0
6871,서울특별시 동작구 노량진1동 119-178,TOS6MTS0JSI3,"['노량진세트 - 15,000원', '행복만원세트(왕파전+막걸리1) - 10,000원', '멸치국수세트 - 13,000원', '대박세트(왕파전+막걸리2병) - 13,000원', '느린마을세트(왕파전+느린마을2) - 18,000원', '감자전+도토리묵 - 18,000원', '파닭세트 - 19,000원', '해물왕파전+고추장불고기+비먹밥 - 19,000원']",할머니왕파전,3,51점,4.8,02-812-4799,46
6872,서울특별시 종로구 서린동 136,PxfgFBxdsCIl,"['점심부페 - 7,000원', '생삼겹살 - 12,000원', '한우꽃등심 - 35,000원', '한우차돌박이 - 25,000원']",화선,None,12점,None,02-739-9944,0
6873,서울특별시 광진구 군자동 211,4evy4ZGf3NKC,"['야채떡볶이 - 5,000원', '칼국수 - 5,000원', '쫄면 - 6,000원', '김치찌개 - 6,000원', '순두부찌개 - 6,000원', '갈비탕 - 7,000원', '내장탕 - 7,000원', '소세지 섞어찌개 - 7,000원', '계란찜 - 6,000원']",사대분식,1,32점,5.0,02-466-5130,8
6874,서울 양천구 신정동 912-7,SSQoq137boPc,[],뚱순이네,None,20점,None,02-2602-8989,0
6875,서울특별시 강남구 역삼동 818-11 지하1층,LLDHcD8peJAj,"['다크 라거 - 3,900원', '호피 라거 - 4,900원', '트리플 피자 - 24,000원', '통새우살샐러드 - 15,000원', '닭가슴살샐러드 - 15,000원', '아이스화채 - 15,000원', '자몽에이드 - 5,000원', '청포도에이드 - 5,000원', '클래식 치즈 피자 - 23,000원', '더블베이컨 피자 - 23,000원', '페퍼로니 피자 - 23,000원', '하와이안 피자 - 23,000원', '조각 - 4,000원']",브롱스 (Bronx) 강남점,11,61점,3.7,02-566-7871,131
6876,서울특별시 성북구 삼선동2가 212-5,IjdNRDYXBFUr,"['계란말이 - 7,000원', '모듬소세지 - 7,000원', '모듬치즈 - 7,000원', '감자사라다 - 7,000원', '도시락정식 - 7,500원', '닭고기 정식 - 7,500원', '카레 라이스 - 7,500원', '오므 라이스 - 7,500원', '새우 볶음밥 - 8,000원', '함박 스테이크 - 8,500원']",다바타식당,6,53점,4.2,,58
6877,서울특별시 강북구 미아동 72-3,20Jpw71906zj,"['실장스페셜 - 100,000원', '생혼마구로VIP - 75,000원', '생혼마구로골드 - 55,000원', '참치회특스페셜 - 38,000원', '참치회스페셜 - 28,000원', '참치 통머리 사시미 4인 - 200,000원', '참치초밥 - 15,000원', '참치특초밥 - 20,000원', '생참치초밥 - 30,000원', '혼마구로 초밥 - 50,000원']",이흥선참치,None,14점,None,02-988-1879,2
6878,서울특별시 도봉구 창동 664-25,mimXmyVbWccZ,"['치즈돈까스+치즈돈까스 - 16,000원', '치즈돈까스+가정돈까스 - 15,000원', '가정돈까스+가정돈까스 - 14,000원', '고르곤졸라 피자 - 10,000원', '빠네 크림 - 10,000원', '페스카토레 - 8,000원', '까르보나라 - 6,000원', '떡볶이파스타 - 6,000원', '굴김치파스타 - 6,000원', '치즈토핑 - 2,000원']",방카,None,16점,None,02-902-4306,15
6879,서울 강북구 미아동 81-29,bnhAvHbwBRXi,"['짜장면 - 5,500원', '간짜장 - 6,000원', '쟁반짜장 - 7,000원', '짬뽕 - 6,000원', '삼선짬뽕 - 9,000원', '볶음밥 - 6,500원', '짬뽕밥 - 6,500원', '마파두부밥 - 8,000원', '잡채밥 - 7,000원', '탕수육+짜장1+만두 - 15,000원', '탕수육+짜장2+만두 - 18,000원', '탕수육+짬뽕+짜장+만두 - 19,000원', '탕수육+쟁반짜장2+만두 - 22,000원', '탕수육 중 - 20,000원', '사천탕수육 - 28,000원', '깐풍육 - 27,000원', '양장피 중 - 30,000원', '팔보채 소 - 25,000원', '깐쇼새우 - 30,000원']",평화반점,None,14점,None,02-985-4711,4
6880,서울특별시 금천구 시흥동 884-1,7pGMJMDq4015,"['횟집', ' 광어']",탐나회집,None,12점,None,02-895-7722,0
6881,서울특별시 양천구 목동 919-7,w7VMFtBTUItf,"['수제햄부대찌개 - 9,500원', '박가부대찌개 - 8,000원', '오리지널부대찌개 - 8,000원', '프리미엄 수제햄 부대찌개 - 10,500원', '박가닭갈비 (판매 여부 매장 문의) - 9,900원', '빠네퐁듀닭갈비 (판매 여부 매장 문의) - 12,900원', '빠네파스타닭갈비 (판매 여부 매장 문의 - 13,900원', '곱빼기 1인 부대찌개 - 14,000원', '곱빼기 1인 김치부대찌개 - 15,000원']",박가부대찌개,None,12점,None,02-2652-6830,0
6882,서울특별시 도봉구 방학동 720-33,BsG6NlMFQZW0,"['짜장면 - 5,000원', '짬뽕 - 6,500원', '간짜장 - 6,500원', '우동 - 6,500원', '쟁반짜장 - 8,000원', '삼선짬뽕 - 9,500원', '볶음밥 - 6,500원', '짜장밥 - 7,000원', '마파두부밥 - 8,000원']",동화루,None,12점,None,02-3492-8080,0
6883,서울특별시 은평구 역촌동 41-52,evgu61DzO2oY,"['우동 - 4,000원', '어묵우동 - 5,000원', '만두우동 - 5,000원', '얼큰우동 - 5,000원', '김치우동 - 5,000원', '냉면 - 6,000원', '짜장면 - 4,000원', '돈까스 - 7,500원']",호우동,None,30점,None,02-353-3060,1
6884,서울특별시 도봉구 창1동 659-1,uQwTXeV726uE,"['껍데기 - 9,000원', '소금구이 - 11,000원', '김치찌개 - 5,000원', '맥주 - 4,000원', '소주 - 4,000원']",포대포,None,23점,None,02-993-7897,2
6885,서울특별시 중구 명동1가 7-2,7Gag8zm9L93R,"['한상2인셋트 - 31,600원', '매콤한볶음요리한상 - 12,800원', '아보카도사케동(연어덮밥) - 14,000원', '로즈마리크림파스타,알리올라파스타 - 13,900원', '스키야키 - 16,800원', '오삼불고기 - 12,800원']",오후정,3,50점,3.9,02-3789-1747,49
6886,서울특별시 종로구 돈의동 131,UvhFuVUiB5mH,"['꼬리곰탕 - 20,000원', '곰탕 - 9,000원', '해장국 - 8,000원', '편육 - 20,000원', '꼬리찜 - 40,000원', '뼈다귀 - 32,000원']",영춘옥,29,79점,4.2,02-765-4237,345
6887,서울특별시 성동구 성수동2가 300-39,AtdlfQ1rJgic,"['꽃삼겹(국내산, 150g) - 15,000원', '통삼겹(국내산, 180g) - 15,000원', '통목살(국내산, 180g) - 15,000원', '항정살(국내산, 150g) - 16,000원', '가브리살(국내산, 150g) - 14,000원', '한우차돌박이(한우1++, 150g) - 25,000원', '시골된장찌개 - 7,000원', '냉면(물/비빔) - 7,000원', '볶음밥 한 판 - 10,000원', '버섯칼국수 - 7,000원', '[점심특선메뉴]시골된장찌개 - 7,500원', '[점심특선메뉴]우렁된장찌개 - 7,500원', '[점심특선메뉴]소고기국밥 - 7,500원', '[점심특선메뉴]한돈제육볶음_2인이상 - 8,000원', '[점심특선메뉴]냉면(물/비빔) - 7,500원']",교대이층집,3,27점,4.6,02-462-2792,1
6888,서울특별시 양천구 목동 923-14,Ubgfju9my1c3,[],조가네직화,1,27점,5.0,,2
6889,서울특별시 광진구 화양동 5-106,TQKRMUIf8yGP,"['지도리우동 - 7,000원', '니꾸우동 - 7,000원', '지도리소바 - 8,500원', '니꾸소바 - 8,500원', '키즈네우동 - 7,000원', '키즈네소바 - 7,500원', '자루우동 - 7,000원', '자루소바 - 7,500원', '어린이 새트 - 5,000원', '토핑 지도리(닭고기) - 2,500원']",겐로쿠우동,5,60점,4.4,02-465-8545,150
6890,서울특별시 강남구 삼성동 159-8 파르나스몰 지하1층,0eQEAKbjJki0,"['키마 카레라이스 - 9,800원', '왕새우 카레우동 - 9,800원', '카레우동&공기밥 - 9,300원', '카레우동&튀김덮밥 - 12,300원', '카레우동&키마비빔밥 - 12,800원', '돈까스 카레 - 10,800원', '카레우동 - 8,300원', '모찌 우동 - 9,000원', '쇠불고기 덮밥 + 카레우동 - 13,800원', '치킨 카레 - 10,500원']",코나야,24,65점,3.6,02-3453-3403,160
6891,서울특별시 노원구 공릉동 593-3,fnwQCOZFgIFZ,"['도깨비 등심 스테이크 덮밥 - 9,000원', '도깨비 항정 스테이크 덮밥 - 8,000원', '치킨 로제 파스타 - 10,000원', '치킨 브라운 크림 파스타 - 10,000원', '우삼겹 크림 파스타 - 12,000원', '치커리 샐러드 - 6,000원']",공도,11,56점,4.2,010-9266-5888,19
6892,서울특별시 서초구 서초4동 1309-1,xaUdISimd1KW,"['호우초밥 - 12,000원', '특초밥 - 17,000원', '스페셜 - 25,000원']",호우초밥,13,68점,4.0,02-536-5667,325
6893,서울특별시 양천구 신정3동 1175-15,HiXi9F9mMwEx,"['광어 小 - 23,000원', '광어 中 - 27,000원', '광어 大 - 35,000원', '광어 특大 - 43,000원', '우럭 中 - 30,000원', '우럭 大 - 40,000원', '우럭 특大 - 48,000원', '광어+우럭 中 - 30,000원', '광어+우럭 大 - 40,000원', '연어 中 - 30,000원', '연어 大 - 40,000원', '연어+광어 中 - 30,000원']",광명수산,None,12점,None,02-2693-5600,2
6894,서울시 중구 수하동 66 페럼타워 지하2층,MJrbOy8PWU4W,"['시그니처 딤섬(구채교, 하교) - 9,800원', '광동식 전가복(S) - 60,000원', '유린기(S) - 32,000원', '후난식 볶음밥 - 15,000원', '삼선 짬뽕 - 14,000원']",몽중헌 페럼타워점,2,46점,4.2,02-6353-8585,34
6895,서울특별시 종로구 통인동 122,reNYg3XpNqr6,"['두부피자 - 18,500원', '유자고르곤졸라 - 18,500원', '김치미트러버 - 18,500원', '청양페스토 파스타 - 17,000원', '고추로제 파스타 - 16,000원', '풀드포크 크림 파스타 - 15,000원', '깻잎 차돌박이 토마토 파스타 - 16,000원']",준수방키친,7,55점,3.9,02-725-0691,107
6896,서울특별시 영등포구 양평동4가 192,UhK89oc788U0,[],카도,None,12점,None,02-2632-8858,0
6897,서울특별시 노원구 중계동 366-5,bstGMrXbzO8a,"['채끝등심스테이크(250g) - 28,900원', '베이컨쉬림프까르보나라 - 11,900원', '핫스파이시씨푸드필라프 - 11,900원', '반달치즈피자 - 17,900원', '스테이크스페니치피자 - 18,900원', '요남자비프퀘사디아 - 12,900원', '토마호크 스테이크 - ']",요남자,2,21점,3.5,02-931-5787,6
6898,서울특별시 은평구 진관동 63 롯데몰은평점,LDjLPYGcIJL1,"['NEW한우불고기(단품/세트) - 6500~8200', 'NEW모짜렐라인더버거 해쉬 - 4500~6100', 'NEW모짜렐라인더버거 더블 - 5300~6900', '트위스트감자 - 2,000원', 'AZ버거오리지널 - 6200~7200']",롯데리아 롯데몰은평점,4,28점,3.6,02-6975-5360,1
6899,서울시 양천구 목동 916 현대백화점유플렉스 목동점 B2F,JW8QrZnF52LE,"['점보랍스터 코스 - ', '갈릭 랍스터 - ', '칠리 크랩 - ', '페퍼 크랩 - ']",빅가이즈씨푸드 현대목동점,None,18점,None,02-2163-2175,0
6900,서울특별시 양천구 목동 923,3dKSXXZVQGyi,['일식'],모모일식,None,13점,None,02-2644-8234,1
6901,서울특별시 양천구 목동 406-208,L2yytH7WJI8I,"['마늘간장 - 19,000원', '순살고추간장 - 19,000원', '크리스피 - 18,000원', '순살크리스피 - 18,000원', '마늘 전기구이 - 17,000원', '순살스윗 - 19,000원', '후라이드 - 17,000원', '순살파닭 - 19,000원', '전기구이 - 15,000원', '웨지감자 - 11,000원']",깐부치킨,1,14점,3.0,02-2644-9279,4
6902,서울특별시 동대문구 전농1동 602-14,NpSFL9H4LXEH,"['부산먹고기 - 8,900원']",부산먹고기,None,12점,None,02-964-9174,0
6903,서울특별시 서대문구 연희동 189-10,x11sxEN4bbmA,"['해삼전복(L) - 90,000원', '칠리소스 중새우(L) - 40,000원', '해삼중새우(L) - 90,000원']",진보,2,38점,4.6,02-338-2897,20
6904,서울특별시 구로구 개봉동 358-16,UzNJExjduzd7,"['에스프레소 - 3,500원', '아메리카노 - 3,500원', '카페라떼 - 4,000원', '카푸치노 - 4,000원', '호치민 - 4,500원', '카라멜마끼아또 - 4,500원', '생레몬에이드 - 6,000원', '카페모카 - 4,500원', '하우스브랜드 - 6,000원', '핸드드립커피 - 6,000원']",드립하우스,None,18점,None,070-7553-9902,2
6905,서울특별시 동대문구 청량리동 51-13,ebfrjgcEHBNO,"['아메리카노 - 3,500원', '플랫화이트 - 4,500원', '토마토소다 - 6,000원', '정오라떼 - 5,000원']",눈타이드,None,23점,None,0507-1335-0535,1
6906,서울특별시 성북구 안암동5가 101-118,QEldikPHdMc3,"['돼지쫄갈비 (1인) 250g - 12,000원', '꽃삼겹살 (한판) 600g - 26,000원', '황태콩나물해장국 (고기주문시) - 2,000원', '시래기밥  (고기주문시) - 2,000원', '갈비찜정식(평일점심한정) - 8,000원', '불고기정식 - 6,500원', '된장전골 (2인이상) - 7,000원', '황태콩나물해장국 - 5,000원', '시래기밥 - 5,000원']",팔백집,2,35점,4.3,02-921-5567,10
6907,서울특별시 성북구 동선동2가 54-1,PFjmhNv9W8HX,"['사시미 모리아와세 - 28,000원', '연어사시미 - 25,000원', '연어사시미(1人) - 13,000원', '해물 요세나베 - 18,000원', '해물 크림 짬뽕 우동 - 18,000원', '간사이 오뎅탕 - 16,000원', '바지락술찜 - 15,000원', '치킨난반 - 13,000원', '해물야끼우동 - 15,000원', '도미머리조림 - 16,000원', '차돌숙주볶음 - 15,000원', '명란마요교자 - 15,000원', '아보카도 명란 타다키 - 13,000원']",우토,3,25점,3.8,02-929-7145,1
6908,서울특별시 강남구 대치동 890-44,zr3dJY6rT6jM,"['뼈해장국 - 8,000원', '묵은지김치찜 - 8,000원', '감자탕(소) - 31,000원', '낙지뚝배기 - 8,000원', '뚝배기불고기 - 8,000원']",신동궁 감자탕 선릉직영점,9,57점,4.1,02-558-7944,48
6909,서울시 서초구 서초2동 1330-16 2F (나산스위트 2층),xShMqmi7z4gZ,"['코스요리초선(점심) - 28,000원', '점심세트(요리3가지) - 19,000원', '칠리중새우 - 38,000원', '누룽지탕 - 48,000원', '전가북 - 69,000원', '동파육 - 46,000원', '어향동구 - 43,000원', '코스요리유비(저녁) - 39,000원', '짜장면 - 6,500원', '삼선 간짜장 - 7,500원', '삼선짬뽕 - 8,500원', '사천탕면 - 8,500원']",초선과여포,None,25점,None,02-525-9890,12
6910,서울특별시 영등포구 여의도동 17,SqYJ7ZyYPJgl,"['임연수 - 16,000원', '고등어 - 16,000원', '자반고등어 - 15,000원', '연어회 - 40,000원', '참돔 - 30,000원', '삼치 - 16,000원', '청어 - 13,000원', '삼치추어탕 - 11,000원', '알탕 - 13,000원', '생태탕 - 17,000원', '생우럭탕 - 17,000원', '연어머리조림 - 13,000원', '코다리조림 - 17,000원', '멍게회덮밥 - 13,000원']",구이구이,2,31점,4.0,02-743-9292,3
6911,서울특별시 강남구 도곡동 457,CPplIg6YDoNm,"['몰라떼 - 7,000원', '버터밀크스콘 - 3,500원', '플랫화이트 - 6,000원', '레몬파운드케이크 - 5,500원']",브라이언스커피,6,54점,4.5,02-529-6399,18
6912,서울특별시 노원구 상계동 332-8,lTgogei6sVuT,"['어글리 리코타치즈 샐러드 - 11,900원', '어글리 프렌치 토스트 - 9,900원', '까르보나라 - 10,900원', '크랩 로제 파스타 - 12,900원', '안창&치킨 스테이크 콤보 - 17,900원', '모히토(무알콜) - 6,900원']",어글리스토브,26,57점,3.3,02-935-8459,168
6913,서울특별시 노원구 상계동 353-1,GPjxVxyPqHyT,"['매운쭈꾸미 - 11,000원', '쭈꾸미삽겹살 - 13,000원', '쭈꾸미새우 - 13,000원', '날치알볶음밥 - 3,000원', '음료수 - 1,000원', '모듬쭈꾸미 - 13,000원', '눈꽃치즈쭈꾸미 - 13,000원', '쭈꾸미차돌 - 14,000원']",쭈꾸미달인 직영2호점,2,25점,4.2,02-938-3912,3
6914,서울특별시 용산구 이촌동 301-19,22fh9H54YDDe,"['큐브한근세트 - 59,000원']",바베큐큐브,None,34점,None,02-797-5688,34
6915,서울특별시 종로구 계동 101-12 1층,UrmDCDERY6Hi,"['잠봉뵈르 - 12,000원']",소금집 델리 안국점,31,61점,4.3,02-766-2617,31
6916,서울시 중구 충무로1가 22-13,Dwz1OlQXB3sQ,"['소룡포 - 7,500원', '꿔바로우 - 20,000원', '마늘 깐풍기 - 20,000원', '유산슬 - 25,000원', '짬뽕마라탕면 - 10,000원', '사천마라탕면 - 10,000원', '해물마라볶음면 - 13,000원', '홍소우육면 - 9,000원', '소고기마라탕면 - 10,000원', '꽁시자장면 - 6,500원', '매운자장면 - 7,000원', '사천탕면 - 9,000원', '삼선짬뽕 - 9,000원', '야채볶음밥 - 7,500원']",꽁시면관,3,50점,4.1,02-778-8863,47
6917,서울특별시 강북구 미아동 55-48,kdY2uYMVe1KY,"['숯불닭갈비(300g) - 10,900원', '숯불소갈비살(170g) - 12,900원', '숯불고추장삼겹살(200g) - 9,900원', '숯불양념닭발 - 7,900원', '숯불양념껍데기 - 6,900원', '순두부찌개 - 5,000원', '똥집튀김 - 5,000원', '꽃게튀김 - 6,000원', '김치찌개(밥) - 5,000원', '된장찌개(밥) - 5,000원', '냉면 - 4,000원', '주먹밥 - 3,500원', '계란찜 - 3,500원']",화로몽,None,17점,None,070-8991-2151,3
6918,서울특별시 강북구 우이동 182-3,oPBM3B0UoMCZ,"['콩국수 - 8,000원', '순두부 정식 - 8,000원', '콩비지 정식 - 8,000원', '김치비지 정식 - 8,000원', '황태정식 - 10,000원']",우리콩순두부,None,23점,None,02-995-5918,1
6919,서울특별시 동작구 사당동 148-1,15kxrv2F8VwZ,"['마왕통구이 - 27,000원', '보쌈구이 - 27,000원', '미니족구이 - 20,000원', '스페셜세트(모듬) - 60,000원', '패밀리세트(사이드 택1) - 57,000원', '족발볶음밥 - 6,000원', '비빔국수 - 6,000원', '마왕(새콤간장)국수 - 6,000원', '열무국수 - 6,000원', '통소금구이 - 25,000원', '냉채족발 - 30,000원', '족발무침 - 30,000원', '반반세트(中) - 41,000원', '반반세트(大) - 51,000원']",마왕족발,2,31점,4.5,,2
6920,서울특별시 강동구 천호동 453-8,ZXwzNGL6OvpY,"['아메리카노 - 4,800원', '푸른수염라떼 - 6,000원', '크림폼 티라미스 라떼 - 6,000원', '달고나빙수 - 9,900원', '핑크우유복숭아빙수 - 9,900원', '분다크로플 - 9,500원', '꾸덕로제파스타 - 12,500원', '폭탄김치치즈라이스 - 10,500원', '두툼등심카츠정식 - 11,500원', '회오리오므라이스 - 11,000원', '반반카레 - 10,000원', '매운떡볶이 - 6,000원', '딸기치즈큐브쉐이크 - 6,000원', '오레오쉐이크 - 6,000원']",분홍다이닝,7,45점,3.8,02-473-9388,48
6921,서울특별시 관악구 봉천동 1625-23,iKShGWg64zyZ,"['Big size 디럭스 립 더티 라이스 - 13,500원', 'Tex-Mex 레드 잠발라야 - 14,500원', '그릴드 치킨 로제 파스타 - 16,000원', '2인용  폭립플래터 - 25,000원', '2-3인용 힙사이즈 바베큐플래터 - 35,000원', '평일런치(월~금) 2인 밥베큐 샘플러 - 34,000원', '평일런치(월~금) 3인 밥베큐 샘플러 - 48,000원', '레드 칠리 페퍼 치킨 더티 라이스 - 12,500원', 'Tex-Mex 잠발라야 - 14,000원', '감바스 알리오 올리오 - 15,000원', '포르치니 크림 파스타 - 16,000원', '로즈마리 볼로네제 파스타 - 14,000원', '3-4인용 폭립 플레터 - 48,000원', '4-5인용 힙합사이즈 바베큐 - 69,000원', '비프 찹스테이크 - 20,000원', '감바스 알 아히요 - 14,000원', '감바스 피칸테 - 14,000원', '코울슬로 - 3,000원', '할라피뇨 맥앤치즈 - 4,000원', '카우보이 빈즈 - 4,000원', '메쉬드 포테이토 - 3,500원', '피타브레드 4pcs - 2,000원', '프렌치프라이` - 3,000원', '수제갈비소시지 1pcs - 3,000원', '트리플 윙 6pcs - 6,000원', 'Mymoo brunch A - 13,000원', 'Mymoo brunch B - 13,000원']",마이무,13,64점,4.2,02-882-8933,78
6922,서울특별시 영등포구 여의도동 15-11,fgON7FSfHzxX,"['삼선짬뽕 - 6,000원', '송이덮밥 - 6,000원', '잡탕밥 - 11,000원', '코스요리 - 25000~50000']",세양원,1,24점,4.0,02-780-4901,3
6923,서울시 용산구 청파동3가 107-25,kue5YHIQ1aAV,"['회냉면 - 8,000원', '비빔냉면 - 7,000원', '물냉면 - 7,000원', '사리 - 3,000원', '만두 - 7,000원', '주류 - 4,000원']",오복 함흥 냉면,13,55점,4.3,02-703-6357,24
6924,서울특별시 성북구 동선동1가 93,bC0lnx7Fb8zK,"['툭빠 - 11,000원', '난 - 3,000원', '탄두리치킨 반마리 (half) - 12,000원', '탄두리 치킨 한마리 (full) - 20,000원', '야채모모 - 10,000원']",포탈라,None,13점,None,02-928-8847,3
